wf_name,table_name,nz_database,dl_database,pii,target_schema
wf_Prism_Daily,SDS_SKILL_REQUIREMENT,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_SKILL_REQUIREMENT_HIST,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_SPECIAL,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_SPECIAL_HIST,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_TIMESLOT,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_USER,SDS_PRD,dev_cust_sensitive,YES,legacy
wf_Prism_Daily,SDS_USER_TERRITORY,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_ORDER,SDS_PRD,dev_cust_sensitive,YES,legacy
wf_Prism_Daily,SDS_WORK_ORDER_DATETIME_RPT,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_ORDER_HIST,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_ORDER_LINE_ITEM,SDS_PRD,dev_cust_sensitive,YES,legacy
wf_Prism_Daily,SDS_WORK_ORDER_LINE_ITEM_HIST,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_ORDER_RPT,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_ORDER_STATUS,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_TYPE,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SDS_WORK_TYPE_HIST,SDS_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_APPT_SERVICE_COMMISSION,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_APPT_STATUS,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_APPT_STATUS_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_CANCEL_REASON,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_CANCEL_REASON_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_CUSTOMER_FIRST_APPT,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_CUSTOMER_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_EMPLOYEE_GROUP,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_EMPLOYEE_GROUP_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_INFA_LOAD_CTRL,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_ORDER_STATUS,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_ORDER_STATUS_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_OVERRIDE_REASON,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_OVERRIDE_REASON_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_PAYMENT_METHOD,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_PAYMENT_METHOD_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_PET_FIRST_APPT,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_PET_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_SERVICE_CATEGORY,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_SERVICE_CATEGORY_XREF,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_SERVICE_SUB_CATEGORY,EDW_PRD,dev_legacy,NO,
wf_Prism_Daily,SVCS_SERVICE_SUB_CATEGORY_XREF,EDW_PRD,dev_legacy,NO,
